"unit","var","subgroup","numerator","denominator"
"FUR","All diagnoses",2020-01-01,63,9014
"FUR","All diagnoses",2020-02-01,43,9014
"FUR","All diagnoses",2020-03-01,53,9014
"FUR","All diagnoses",2020-04-01,39,9014
"FUR","All diagnoses",2020-05-01,38,9014
"FUR","All diagnoses",2020-06-01,41,9014
"FUR","All diagnoses",2020-07-01,44,9014
"FUR","All diagnoses",2020-08-01,39,9014
"FUR","All diagnoses",2020-09-01,58,9014
"FUR","All diagnoses",2020-10-01,39,9014
"FUR","All diagnoses",2020-11-01,51,9014
"FUR","All diagnoses",2020-12-01,40,9014
"FUR","All diagnoses",2021-01-01,42,8853
"FUR","All diagnoses",2021-02-01,53,8853
"FUR","All diagnoses",2021-03-01,52,8853
"FUR","All diagnoses",2021-04-01,47,8853
"FUR","All diagnoses",2021-05-01,50,8853
"FUR","All diagnoses",2021-06-01,43,8853
"FUR","All diagnoses",2021-07-01,51,8853
"FUR","All diagnoses",2021-08-01,39,8853
"FUR","All diagnoses",2021-09-01,62,8853
"FUR","All diagnoses",2021-10-01,59,8853
"FUR","All diagnoses",2021-11-01,62,8853
"FUR","All diagnoses",2021-12-01,63,8853
"FUR","All diagnoses",2022-01-01,57,9102
"FUR","All diagnoses",2022-02-01,52,9102
"FUR","All diagnoses",2022-03-01,36,9102
"FUR","All diagnoses",2022-04-01,54,9102
"FUR","All diagnoses",2022-05-01,53,9102
"FUR","All diagnoses",2022-06-01,59,9102
"FUR","All diagnoses",2022-07-01,49,9102
"FUR","All diagnoses",2022-08-01,38,9102
"FUR","All diagnoses",2022-09-01,54,9102
"FUR","All diagnoses",2022-10-01,65,9102
"FUR","All diagnoses",2022-11-01,53,9102
"FUR","All diagnoses",2022-12-01,64,9102
"FUR","All diagnoses",2023-01-01,65,9229
"FUR","All diagnoses",2023-02-01,55,9229
"FUR","All diagnoses",2023-03-01,63,9229
"FUR","All diagnoses",2023-04-01,65,9229
"FUR","All diagnoses",2023-05-01,49,9229
"FUR","All diagnoses",2023-06-01,48,9229
"FUR","All diagnoses",2023-07-01,50,9229
"FUR","All diagnoses",2023-08-01,59,9229
"FUR","All diagnoses",2023-09-01,55,9229
"FUR","All diagnoses",2023-10-01,58,9229
"FUR","All diagnoses",2023-11-01,54,9229
"FUR","All diagnoses",2023-12-01,69,9229
"FUR","All diagnoses",2024-01-01,76,9322
"FUR","All diagnoses",2024-02-01,44,9322
"FUR","All diagnoses",2024-03-01,55,9322
"FUR","All diagnoses",2024-04-01,56,9322
"FUR","All diagnoses",2024-05-01,73,9322
"FUR","All diagnoses",2024-06-01,52,9322
"FUR","All diagnoses",2024-07-01,57,9322
"FUR","All diagnoses",2024-08-01,52,9322
"FUR","All diagnoses",2024-09-01,63,9322
"FUR","All diagnoses",2024-10-01,54,9322
"FUR","All diagnoses",2024-11-01,48,9322
"FUR","All diagnoses",2024-12-01,57,9322
"FUR","Fracture from fall",2020-01-01,10,9014
"FUR","Fracture from fall",2020-02-01,15,9014
"FUR","Fracture from fall",2020-03-01,21,9014
"FUR","Fracture from fall",2020-04-01,18,9014
"FUR","Fracture from fall",2020-05-01,15,9014
"FUR","Fracture from fall",2020-06-01,15,9014
"FUR","Fracture from fall",2020-07-01,16,9014
"FUR","Fracture from fall",2020-08-01,17,9014
"FUR","Fracture from fall",2020-09-01,20,9014
"FUR","Fracture from fall",2020-10-01,14,9014
"FUR","Fracture from fall",2020-11-01,22,9014
"FUR","Fracture from fall",2020-12-01,17,9014
"FUR","Fracture from fall",2021-01-01,24,8853
"FUR","Fracture from fall",2021-02-01,25,8853
"FUR","Fracture from fall",2021-03-01,19,8853
"FUR","Fracture from fall",2021-04-01,26,8853
"FUR","Fracture from fall",2021-05-01,24,8853
"FUR","Fracture from fall",2021-06-01,21,8853
"FUR","Fracture from fall",2021-07-01,17,8853
"FUR","Fracture from fall",2021-08-01,11,8853
"FUR","Fracture from fall",2021-09-01,28,8853
"FUR","Fracture from fall",2021-10-01,21,8853
"FUR","Fracture from fall",2021-11-01,24,8853
"FUR","Fracture from fall",2021-12-01,25,8853
"FUR","Fracture from fall",2022-01-01,20,9102
"FUR","Fracture from fall",2022-02-01,21,9102
"FUR","Fracture from fall",2022-03-01,16,9102
"FUR","Fracture from fall",2022-04-01,14,9102
"FUR","Fracture from fall",2022-05-01,25,9102
"FUR","Fracture from fall",2022-06-01,16,9102
"FUR","Fracture from fall",2022-07-01,22,9102
"FUR","Fracture from fall",2022-08-01,21,9102
"FUR","Fracture from fall",2022-09-01,24,9102
"FUR","Fracture from fall",2022-10-01,23,9102
"FUR","Fracture from fall",2022-11-01,19,9102
"FUR","Fracture from fall",2022-12-01,26,9102
"FUR","Fracture from fall",2023-01-01,24,9229
"FUR","Fracture from fall",2023-02-01,20,9229
"FUR","Fracture from fall",2023-03-01,18,9229
"FUR","Fracture from fall",2023-04-01,18,9229
"FUR","Fracture from fall",2023-05-01,20,9229
"FUR","Fracture from fall",2023-06-01,20,9229
"FUR","Fracture from fall",2023-07-01,22,9229
"FUR","Fracture from fall",2023-08-01,24,9229
"FUR","Fracture from fall",2023-09-01,28,9229
"FUR","Fracture from fall",2023-10-01,24,9229
"FUR","Fracture from fall",2023-11-01,30,9229
"FUR","Fracture from fall",2023-12-01,29,9229
"FUR","Fracture from fall",2024-01-01,31,9322
"FUR","Fracture from fall",2024-02-01,18,9322
"FUR","Fracture from fall",2024-03-01,27,9322
"FUR","Fracture from fall",2024-04-01,24,9322
"FUR","Fracture from fall",2024-05-01,31,9322
"FUR","Fracture from fall",2024-06-01,22,9322
"FUR","Fracture from fall",2024-07-01,26,9322
"FUR","Fracture from fall",2024-08-01,22,9322
"FUR","Fracture from fall",2024-09-01,29,9322
"FUR","Fracture from fall",2024-10-01,23,9322
"FUR","Fracture from fall",2024-11-01,23,9322
"FUR","Fracture from fall",2024-12-01,24,9322
"FUR","Gastroenteritis",2020-01-01,2,9014
"FUR","Gastroenteritis",2020-02-01,1,9014
"FUR","Gastroenteritis",2020-03-01,1,9014
"FUR","Gastroenteritis",2020-04-01,0,9014
"FUR","Gastroenteritis",2020-05-01,3,9014
"FUR","Gastroenteritis",2020-06-01,3,9014
"FUR","Gastroenteritis",2020-07-01,4,9014
"FUR","Gastroenteritis",2020-08-01,0,9014
"FUR","Gastroenteritis",2020-09-01,4,9014
"FUR","Gastroenteritis",2020-10-01,2,9014
"FUR","Gastroenteritis",2020-11-01,0,9014
"FUR","Gastroenteritis",2020-12-01,2,9014
"FUR","Gastroenteritis",2021-01-01,0,8853
"FUR","Gastroenteritis",2021-02-01,5,8853
"FUR","Gastroenteritis",2021-03-01,2,8853
"FUR","Gastroenteritis",2021-04-01,0,8853
"FUR","Gastroenteritis",2021-05-01,0,8853
"FUR","Gastroenteritis",2021-06-01,2,8853
"FUR","Gastroenteritis",2021-07-01,2,8853
"FUR","Gastroenteritis",2021-08-01,1,8853
"FUR","Gastroenteritis",2021-09-01,2,8853
"FUR","Gastroenteritis",2021-10-01,5,8853
"FUR","Gastroenteritis",2021-11-01,1,8853
"FUR","Gastroenteritis",2021-12-01,2,8853
"FUR","Gastroenteritis",2022-01-01,2,9102
"FUR","Gastroenteritis",2022-02-01,0,9102
"FUR","Gastroenteritis",2022-03-01,1,9102
"FUR","Gastroenteritis",2022-04-01,1,9102
"FUR","Gastroenteritis",2022-05-01,2,9102
"FUR","Gastroenteritis",2022-06-01,2,9102
"FUR","Gastroenteritis",2022-07-01,1,9102
"FUR","Gastroenteritis",2022-08-01,0,9102
"FUR","Gastroenteritis",2022-09-01,1,9102
"FUR","Gastroenteritis",2022-10-01,5,9102
"FUR","Gastroenteritis",2022-11-01,0,9102
"FUR","Gastroenteritis",2022-12-01,0,9102
"FUR","Gastroenteritis",2023-01-01,0,9229
"FUR","Gastroenteritis",2023-02-01,1,9229
"FUR","Gastroenteritis",2023-03-01,1,9229
"FUR","Gastroenteritis",2023-04-01,0,9229
"FUR","Gastroenteritis",2023-05-01,0,9229
"FUR","Gastroenteritis",2023-06-01,1,9229
"FUR","Gastroenteritis",2023-07-01,3,9229
"FUR","Gastroenteritis",2023-08-01,3,9229
"FUR","Gastroenteritis",2023-09-01,0,9229
"FUR","Gastroenteritis",2023-10-01,0,9229
"FUR","Gastroenteritis",2023-11-01,1,9229
"FUR","Gastroenteritis",2023-12-01,2,9229
"FUR","Gastroenteritis",2024-01-01,4,9322
"FUR","Gastroenteritis",2024-02-01,2,9322
"FUR","Gastroenteritis",2024-03-01,2,9322
"FUR","Gastroenteritis",2024-04-01,2,9322
"FUR","Gastroenteritis",2024-05-01,1,9322
"FUR","Gastroenteritis",2024-06-01,1,9322
"FUR","Gastroenteritis",2024-07-01,1,9322
"FUR","Gastroenteritis",2024-08-01,1,9322
"FUR","Gastroenteritis",2024-09-01,2,9322
"FUR","Gastroenteritis",2024-10-01,2,9322
"FUR","Gastroenteritis",2024-11-01,0,9322
"FUR","Gastroenteritis",2024-12-01,3,9322
"FUR","Lower respiratory disease",2020-01-01,35,9014
"FUR","Lower respiratory disease",2020-02-01,20,9014
"FUR","Lower respiratory disease",2020-03-01,27,9014
"FUR","Lower respiratory disease",2020-04-01,14,9014
"FUR","Lower respiratory disease",2020-05-01,8,9014
"FUR","Lower respiratory disease",2020-06-01,17,9014
"FUR","Lower respiratory disease",2020-07-01,12,9014
"FUR","Lower respiratory disease",2020-08-01,5,9014
"FUR","Lower respiratory disease",2020-09-01,14,9014
"FUR","Lower respiratory disease",2020-10-01,13,9014
"FUR","Lower respiratory disease",2020-11-01,14,9014
"FUR","Lower respiratory disease",2020-12-01,14,9014
"FUR","Lower respiratory disease",2021-01-01,8,8853
"FUR","Lower respiratory disease",2021-02-01,16,8853
"FUR","Lower respiratory disease",2021-03-01,16,8853
"FUR","Lower respiratory disease",2021-04-01,10,8853
"FUR","Lower respiratory disease",2021-05-01,15,8853
"FUR","Lower respiratory disease",2021-06-01,10,8853
"FUR","Lower respiratory disease",2021-07-01,15,8853
"FUR","Lower respiratory disease",2021-08-01,9,8853
"FUR","Lower respiratory disease",2021-09-01,17,8853
"FUR","Lower respiratory disease",2021-10-01,22,8853
"FUR","Lower respiratory disease",2021-11-01,26,8853
"FUR","Lower respiratory disease",2021-12-01,26,8853
"FUR","Lower respiratory disease",2022-01-01,24,9102
"FUR","Lower respiratory disease",2022-02-01,19,9102
"FUR","Lower respiratory disease",2022-03-01,10,9102
"FUR","Lower respiratory disease",2022-04-01,27,9102
"FUR","Lower respiratory disease",2022-05-01,12,9102
"FUR","Lower respiratory disease",2022-06-01,23,9102
"FUR","Lower respiratory disease",2022-07-01,8,9102
"FUR","Lower respiratory disease",2022-08-01,8,9102
"FUR","Lower respiratory disease",2022-09-01,21,9102
"FUR","Lower respiratory disease",2022-10-01,26,9102
"FUR","Lower respiratory disease",2022-11-01,23,9102
"FUR","Lower respiratory disease",2022-12-01,22,9102
"FUR","Lower respiratory disease",2023-01-01,33,9229
"FUR","Lower respiratory disease",2023-02-01,20,9229
"FUR","Lower respiratory disease",2023-03-01,30,9229
"FUR","Lower respiratory disease",2023-04-01,24,9229
"FUR","Lower respiratory disease",2023-05-01,16,9229
"FUR","Lower respiratory disease",2023-06-01,17,9229
"FUR","Lower respiratory disease",2023-07-01,7,9229
"FUR","Lower respiratory disease",2023-08-01,15,9229
"FUR","Lower respiratory disease",2023-09-01,18,9229
"FUR","Lower respiratory disease",2023-10-01,28,9229
"FUR","Lower respiratory disease",2023-11-01,16,9229
"FUR","Lower respiratory disease",2023-12-01,29,9229
"FUR","Lower respiratory disease",2024-01-01,32,9322
"FUR","Lower respiratory disease",2024-02-01,20,9322
"FUR","Lower respiratory disease",2024-03-01,13,9322
"FUR","Lower respiratory disease",2024-04-01,18,9322
"FUR","Lower respiratory disease",2024-05-01,30,9322
"FUR","Lower respiratory disease",2024-06-01,17,9322
"FUR","Lower respiratory disease",2024-07-01,18,9322
"FUR","Lower respiratory disease",2024-08-01,19,9322
"FUR","Lower respiratory disease",2024-09-01,18,9322
"FUR","Lower respiratory disease",2024-10-01,21,9322
"FUR","Lower respiratory disease",2024-11-01,12,9322
"FUR","Lower respiratory disease",2024-12-01,22,9322
"FUR","Obstipation",2020-01-01,3,9014
"FUR","Obstipation",2020-02-01,0,9014
"FUR","Obstipation",2020-03-01,1,9014
"FUR","Obstipation",2020-04-01,2,9014
"FUR","Obstipation",2020-05-01,2,9014
"FUR","Obstipation",2020-06-01,0,9014
"FUR","Obstipation",2020-07-01,3,9014
"FUR","Obstipation",2020-08-01,7,9014
"FUR","Obstipation",2020-09-01,2,9014
"FUR","Obstipation",2020-10-01,0,9014
"FUR","Obstipation",2020-11-01,1,9014
"FUR","Obstipation",2020-12-01,0,9014
"FUR","Obstipation",2021-01-01,2,8853
"FUR","Obstipation",2021-02-01,0,8853
"FUR","Obstipation",2021-03-01,2,8853
"FUR","Obstipation",2021-04-01,0,8853
"FUR","Obstipation",2021-05-01,0,8853
"FUR","Obstipation",2021-06-01,3,8853
"FUR","Obstipation",2021-07-01,0,8853
"FUR","Obstipation",2021-08-01,5,8853
"FUR","Obstipation",2021-09-01,6,8853
"FUR","Obstipation",2021-10-01,4,8853
"FUR","Obstipation",2021-11-01,3,8853
"FUR","Obstipation",2021-12-01,1,8853
"FUR","Obstipation",2022-01-01,2,9102
"FUR","Obstipation",2022-02-01,1,9102
"FUR","Obstipation",2022-03-01,1,9102
"FUR","Obstipation",2022-04-01,1,9102
"FUR","Obstipation",2022-05-01,2,9102
"FUR","Obstipation",2022-06-01,3,9102
"FUR","Obstipation",2022-07-01,7,9102
"FUR","Obstipation",2022-08-01,1,9102
"FUR","Obstipation",2022-09-01,3,9102
"FUR","Obstipation",2022-10-01,1,9102
"FUR","Obstipation",2022-11-01,1,9102
"FUR","Obstipation",2022-12-01,3,9102
"FUR","Obstipation",2023-01-01,0,9229
"FUR","Obstipation",2023-02-01,2,9229
"FUR","Obstipation",2023-03-01,2,9229
"FUR","Obstipation",2023-04-01,2,9229
"FUR","Obstipation",2023-05-01,2,9229
"FUR","Obstipation",2023-06-01,3,9229
"FUR","Obstipation",2023-07-01,6,9229
"FUR","Obstipation",2023-08-01,1,9229
"FUR","Obstipation",2023-09-01,1,9229
"FUR","Obstipation",2023-10-01,3,9229
"FUR","Obstipation",2023-11-01,1,9229
"FUR","Obstipation",2023-12-01,0,9229
"FUR","Obstipation",2024-01-01,2,9322
"FUR","Obstipation",2024-02-01,1,9322
"FUR","Obstipation",2024-03-01,5,9322
"FUR","Obstipation",2024-04-01,2,9322
"FUR","Obstipation",2024-05-01,3,9322
"FUR","Obstipation",2024-06-01,4,9322
"FUR","Obstipation",2024-07-01,6,9322
"FUR","Obstipation",2024-08-01,4,9322
"FUR","Obstipation",2024-09-01,4,9322
"FUR","Obstipation",2024-10-01,2,9322
"FUR","Obstipation",2024-11-01,2,9322
"FUR","Obstipation",2024-12-01,6,9322
"FUR","Urinary tract infection",2020-01-01,13,9014
"FUR","Urinary tract infection",2020-02-01,7,9014
"FUR","Urinary tract infection",2020-03-01,3,9014
"FUR","Urinary tract infection",2020-04-01,5,9014
"FUR","Urinary tract infection",2020-05-01,10,9014
"FUR","Urinary tract infection",2020-06-01,6,9014
"FUR","Urinary tract infection",2020-07-01,9,9014
"FUR","Urinary tract infection",2020-08-01,10,9014
"FUR","Urinary tract infection",2020-09-01,18,9014
"FUR","Urinary tract infection",2020-10-01,10,9014
"FUR","Urinary tract infection",2020-11-01,14,9014
"FUR","Urinary tract infection",2020-12-01,7,9014
"FUR","Urinary tract infection",2021-01-01,8,8853
"FUR","Urinary tract infection",2021-02-01,7,8853
"FUR","Urinary tract infection",2021-03-01,13,8853
"FUR","Urinary tract infection",2021-04-01,11,8853
"FUR","Urinary tract infection",2021-05-01,11,8853
"FUR","Urinary tract infection",2021-06-01,7,8853
"FUR","Urinary tract infection",2021-07-01,17,8853
"FUR","Urinary tract infection",2021-08-01,13,8853
"FUR","Urinary tract infection",2021-09-01,9,8853
"FUR","Urinary tract infection",2021-10-01,7,8853
"FUR","Urinary tract infection",2021-11-01,8,8853
"FUR","Urinary tract infection",2021-12-01,9,8853
"FUR","Urinary tract infection",2022-01-01,9,9102
"FUR","Urinary tract infection",2022-02-01,11,9102
"FUR","Urinary tract infection",2022-03-01,8,9102
"FUR","Urinary tract infection",2022-04-01,11,9102
"FUR","Urinary tract infection",2022-05-01,12,9102
"FUR","Urinary tract infection",2022-06-01,15,9102
"FUR","Urinary tract infection",2022-07-01,11,9102
"FUR","Urinary tract infection",2022-08-01,8,9102
"FUR","Urinary tract infection",2022-09-01,5,9102
"FUR","Urinary tract infection",2022-10-01,10,9102
"FUR","Urinary tract infection",2022-11-01,10,9102
"FUR","Urinary tract infection",2022-12-01,13,9102
"FUR","Urinary tract infection",2023-01-01,8,9229
"FUR","Urinary tract infection",2023-02-01,12,9229
"FUR","Urinary tract infection",2023-03-01,12,9229
"FUR","Urinary tract infection",2023-04-01,21,9229
"FUR","Urinary tract infection",2023-05-01,11,9229
"FUR","Urinary tract infection",2023-06-01,7,9229
"FUR","Urinary tract infection",2023-07-01,12,9229
"FUR","Urinary tract infection",2023-08-01,16,9229
"FUR","Urinary tract infection",2023-09-01,8,9229
"FUR","Urinary tract infection",2023-10-01,3,9229
"FUR","Urinary tract infection",2023-11-01,6,9229
"FUR","Urinary tract infection",2023-12-01,9,9229
"FUR","Urinary tract infection",2024-01-01,7,9322
"FUR","Urinary tract infection",2024-02-01,3,9322
"FUR","Urinary tract infection",2024-03-01,8,9322
"FUR","Urinary tract infection",2024-04-01,10,9322
"FUR","Urinary tract infection",2024-05-01,8,9322
"FUR","Urinary tract infection",2024-06-01,8,9322
"FUR","Urinary tract infection",2024-07-01,6,9322
"FUR","Urinary tract infection",2024-08-01,6,9322
"FUR","Urinary tract infection",2024-09-01,10,9322
"FUR","Urinary tract infection",2024-10-01,6,9322
"FUR","Urinary tract infection",2024-11-01,11,9322
"FUR","Urinary tract infection",2024-12-01,2,9322
"GEN","All diagnoses",2020-01-01,137,15518
"GEN","All diagnoses",2020-02-01,109,15518
"GEN","All diagnoses",2020-03-01,82,15518
"GEN","All diagnoses",2020-04-01,69,15518
"GEN","All diagnoses",2020-05-01,86,15518
"GEN","All diagnoses",2020-06-01,108,15518
"GEN","All diagnoses",2020-07-01,87,15518
"GEN","All diagnoses",2020-08-01,89,15518
"GEN","All diagnoses",2020-09-01,94,15518
"GEN","All diagnoses",2020-10-01,83,15518
"GEN","All diagnoses",2020-11-01,80,15518
"GEN","All diagnoses",2020-12-01,92,15518
"GEN","All diagnoses",2021-01-01,83,15325
"GEN","All diagnoses",2021-02-01,83,15325
"GEN","All diagnoses",2021-03-01,71,15325
"GEN","All diagnoses",2021-04-01,85,15325
"GEN","All diagnoses",2021-05-01,79,15325
"GEN","All diagnoses",2021-06-01,88,15325
"GEN","All diagnoses",2021-07-01,86,15325
"GEN","All diagnoses",2021-08-01,97,15325
"GEN","All diagnoses",2021-09-01,94,15325
"GEN","All diagnoses",2021-10-01,114,15325
"GEN","All diagnoses",2021-11-01,96,15325
"GEN","All diagnoses",2021-12-01,102,15325
"GEN","All diagnoses",2022-01-01,110,15731
"GEN","All diagnoses",2022-02-01,81,15731
"GEN","All diagnoses",2022-03-01,107,15731
"GEN","All diagnoses",2022-04-01,109,15731
"GEN","All diagnoses",2022-05-01,92,15731
"GEN","All diagnoses",2022-06-01,89,15731
"GEN","All diagnoses",2022-07-01,102,15731
"GEN","All diagnoses",2022-08-01,95,15731
"GEN","All diagnoses",2022-09-01,96,15731
"GEN","All diagnoses",2022-10-01,116,15731
"GEN","All diagnoses",2022-11-01,99,15731
"GEN","All diagnoses",2022-12-01,133,15731
"GEN","All diagnoses",2023-01-01,109,15968
"GEN","All diagnoses",2023-02-01,110,15968
"GEN","All diagnoses",2023-03-01,130,15968
"GEN","All diagnoses",2023-04-01,120,15968
"GEN","All diagnoses",2023-05-01,113,15968
"GEN","All diagnoses",2023-06-01,105,15968
"GEN","All diagnoses",2023-07-01,84,15968
"GEN","All diagnoses",2023-08-01,93,15968
"GEN","All diagnoses",2023-09-01,102,15968
"GEN","All diagnoses",2023-10-01,109,15968
"GEN","All diagnoses",2023-11-01,112,15968
"GEN","All diagnoses",2023-12-01,132,15968
"GEN","All diagnoses",2024-01-01,150,16263
"GEN","All diagnoses",2024-02-01,115,16263
"GEN","All diagnoses",2024-03-01,126,16263
"GEN","All diagnoses",2024-04-01,110,16263
"GEN","All diagnoses",2024-05-01,114,16263
"GEN","All diagnoses",2024-06-01,105,16263
"GEN","All diagnoses",2024-07-01,99,16263
"GEN","All diagnoses",2024-08-01,119,16263
"GEN","All diagnoses",2024-09-01,97,16263
"GEN","All diagnoses",2024-10-01,124,16263
"GEN","All diagnoses",2024-11-01,118,16263
"GEN","All diagnoses",2024-12-01,140,16263
"GEN","Fracture from fall",2020-01-01,47,15518
"GEN","Fracture from fall",2020-02-01,37,15518
"GEN","Fracture from fall",2020-03-01,30,15518
"GEN","Fracture from fall",2020-04-01,33,15518
"GEN","Fracture from fall",2020-05-01,49,15518
"GEN","Fracture from fall",2020-06-01,53,15518
"GEN","Fracture from fall",2020-07-01,43,15518
"GEN","Fracture from fall",2020-08-01,34,15518
"GEN","Fracture from fall",2020-09-01,49,15518
"GEN","Fracture from fall",2020-10-01,43,15518
"GEN","Fracture from fall",2020-11-01,36,15518
"GEN","Fracture from fall",2020-12-01,38,15518
"GEN","Fracture from fall",2021-01-01,43,15325
"GEN","Fracture from fall",2021-02-01,48,15325
"GEN","Fracture from fall",2021-03-01,27,15325
"GEN","Fracture from fall",2021-04-01,37,15325
"GEN","Fracture from fall",2021-05-01,34,15325
"GEN","Fracture from fall",2021-06-01,43,15325
"GEN","Fracture from fall",2021-07-01,47,15325
"GEN","Fracture from fall",2021-08-01,42,15325
"GEN","Fracture from fall",2021-09-01,48,15325
"GEN","Fracture from fall",2021-10-01,50,15325
"GEN","Fracture from fall",2021-11-01,43,15325
"GEN","Fracture from fall",2021-12-01,48,15325
"GEN","Fracture from fall",2022-01-01,51,15731
"GEN","Fracture from fall",2022-02-01,35,15731
"GEN","Fracture from fall",2022-03-01,46,15731
"GEN","Fracture from fall",2022-04-01,41,15731
"GEN","Fracture from fall",2022-05-01,34,15731
"GEN","Fracture from fall",2022-06-01,36,15731
"GEN","Fracture from fall",2022-07-01,43,15731
"GEN","Fracture from fall",2022-08-01,46,15731
"GEN","Fracture from fall",2022-09-01,40,15731
"GEN","Fracture from fall",2022-10-01,62,15731
"GEN","Fracture from fall",2022-11-01,47,15731
"GEN","Fracture from fall",2022-12-01,49,15731
"GEN","Fracture from fall",2023-01-01,39,15968
"GEN","Fracture from fall",2023-02-01,40,15968
"GEN","Fracture from fall",2023-03-01,67,15968
"GEN","Fracture from fall",2023-04-01,56,15968
"GEN","Fracture from fall",2023-05-01,47,15968
"GEN","Fracture from fall",2023-06-01,51,15968
"GEN","Fracture from fall",2023-07-01,33,15968
"GEN","Fracture from fall",2023-08-01,38,15968
"GEN","Fracture from fall",2023-09-01,43,15968
"GEN","Fracture from fall",2023-10-01,43,15968
"GEN","Fracture from fall",2023-11-01,43,15968
"GEN","Fracture from fall",2023-12-01,51,15968
"GEN","Fracture from fall",2024-01-01,67,16263
"GEN","Fracture from fall",2024-02-01,47,16263
"GEN","Fracture from fall",2024-03-01,58,16263
"GEN","Fracture from fall",2024-04-01,41,16263
"GEN","Fracture from fall",2024-05-01,48,16263
"GEN","Fracture from fall",2024-06-01,58,16263
"GEN","Fracture from fall",2024-07-01,47,16263
"GEN","Fracture from fall",2024-08-01,62,16263
"GEN","Fracture from fall",2024-09-01,42,16263
"GEN","Fracture from fall",2024-10-01,58,16263
"GEN","Fracture from fall",2024-11-01,48,16263
"GEN","Fracture from fall",2024-12-01,58,16263
"GEN","Gastroenteritis",2020-01-01,4,15518
"GEN","Gastroenteritis",2020-02-01,4,15518
"GEN","Gastroenteritis",2020-03-01,1,15518
"GEN","Gastroenteritis",2020-04-01,1,15518
"GEN","Gastroenteritis",2020-05-01,4,15518
"GEN","Gastroenteritis",2020-06-01,3,15518
"GEN","Gastroenteritis",2020-07-01,2,15518
"GEN","Gastroenteritis",2020-08-01,1,15518
"GEN","Gastroenteritis",2020-09-01,3,15518
"GEN","Gastroenteritis",2020-10-01,0,15518
"GEN","Gastroenteritis",2020-11-01,2,15518
"GEN","Gastroenteritis",2020-12-01,3,15518
"GEN","Gastroenteritis",2021-01-01,1,15325
"GEN","Gastroenteritis",2021-02-01,1,15325
"GEN","Gastroenteritis",2021-03-01,1,15325
"GEN","Gastroenteritis",2021-04-01,1,15325
"GEN","Gastroenteritis",2021-05-01,1,15325
"GEN","Gastroenteritis",2021-06-01,2,15325
"GEN","Gastroenteritis",2021-07-01,3,15325
"GEN","Gastroenteritis",2021-08-01,4,15325
"GEN","Gastroenteritis",2021-09-01,5,15325
"GEN","Gastroenteritis",2021-10-01,2,15325
"GEN","Gastroenteritis",2021-11-01,2,15325
"GEN","Gastroenteritis",2021-12-01,3,15325
"GEN","Gastroenteritis",2022-01-01,4,15731
"GEN","Gastroenteritis",2022-02-01,8,15731
"GEN","Gastroenteritis",2022-03-01,1,15731
"GEN","Gastroenteritis",2022-04-01,5,15731
"GEN","Gastroenteritis",2022-05-01,5,15731
"GEN","Gastroenteritis",2022-06-01,3,15731
"GEN","Gastroenteritis",2022-07-01,2,15731
"GEN","Gastroenteritis",2022-08-01,2,15731
"GEN","Gastroenteritis",2022-09-01,2,15731
"GEN","Gastroenteritis",2022-10-01,5,15731
"GEN","Gastroenteritis",2022-11-01,0,15731
"GEN","Gastroenteritis",2022-12-01,3,15731
"GEN","Gastroenteritis",2023-01-01,2,15968
"GEN","Gastroenteritis",2023-02-01,3,15968
"GEN","Gastroenteritis",2023-03-01,1,15968
"GEN","Gastroenteritis",2023-04-01,3,15968
"GEN","Gastroenteritis",2023-05-01,6,15968
"GEN","Gastroenteritis",2023-06-01,2,15968
"GEN","Gastroenteritis",2023-07-01,3,15968
"GEN","Gastroenteritis",2023-08-01,5,15968
"GEN","Gastroenteritis",2023-09-01,7,15968
"GEN","Gastroenteritis",2023-10-01,3,15968
"GEN","Gastroenteritis",2023-11-01,6,15968
"GEN","Gastroenteritis",2023-12-01,8,15968
"GEN","Gastroenteritis",2024-01-01,5,16263
"GEN","Gastroenteritis",2024-02-01,4,16263
"GEN","Gastroenteritis",2024-03-01,4,16263
"GEN","Gastroenteritis",2024-04-01,5,16263
"GEN","Gastroenteritis",2024-05-01,4,16263
"GEN","Gastroenteritis",2024-06-01,3,16263
"GEN","Gastroenteritis",2024-07-01,3,16263
"GEN","Gastroenteritis",2024-08-01,5,16263
"GEN","Gastroenteritis",2024-09-01,1,16263
"GEN","Gastroenteritis",2024-10-01,5,16263
"GEN","Gastroenteritis",2024-11-01,6,16263
"GEN","Gastroenteritis",2024-12-01,4,16263
"GEN","Lower respiratory disease",2020-01-01,57,15518
"GEN","Lower respiratory disease",2020-02-01,54,15518
"GEN","Lower respiratory disease",2020-03-01,35,15518
"GEN","Lower respiratory disease",2020-04-01,16,15518
"GEN","Lower respiratory disease",2020-05-01,18,15518
"GEN","Lower respiratory disease",2020-06-01,26,15518
"GEN","Lower respiratory disease",2020-07-01,20,15518
"GEN","Lower respiratory disease",2020-08-01,28,15518
"GEN","Lower respiratory disease",2020-09-01,27,15518
"GEN","Lower respiratory disease",2020-10-01,18,15518
"GEN","Lower respiratory disease",2020-11-01,22,15518
"GEN","Lower respiratory disease",2020-12-01,24,15518
"GEN","Lower respiratory disease",2021-01-01,18,15325
"GEN","Lower respiratory disease",2021-02-01,18,15325
"GEN","Lower respiratory disease",2021-03-01,21,15325
